synapse_id,bucket,areal_dir,pathway_slug,contract_path
winback-trigger-weather-hitl-dashboard-sync,pathway,lifecycle-growth,winback-trigger-weather,docs/CognitiveBrain/contracts/synapses/lifecycle-growth/winback-trigger-weather/winback-trigger-weather-hitl-dashboard-sync.md
winback-trigger-weather-hitl-task-create,pathway,lifecycle-growth,winback-trigger-weather,docs/CognitiveBrain/contracts/synapses/lifecycle-growth/winback-trigger-weather/winback-trigger-weather-hitl-task-create.md
winback-trigger-weather-hitl-task-expire-check,pathway,lifecycle-growth,winback-trigger-weather,docs/CognitiveBrain/contracts/synapses/lifecycle-growth/winback-trigger-weather/winback-trigger-weather-hitl-task-expire-check.md
winback-trigger-weather-hitl-task-nps-followup,pathway,lifecycle-growth,winback-trigger-weather,docs/CognitiveBrain/contracts/synapses/lifecycle-growth/winback-trigger-weather/winback-trigger-weather-hitl-task-nps-followup.md
winback-trigger-weather-hitl-task-resolve,pathway,lifecycle-growth,winback-trigger-weather,docs/CognitiveBrain/contracts/synapses/lifecycle-growth/winback-trigger-weather/winback-trigger-weather-hitl-task-resolve.md
audit-compliance-check-family,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-family.md
audit-compliance-check-hitl-approval-contract-clause,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-approval-contract-clause.md
audit-compliance-check-hitl-approval-credit-limit,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-approval-credit-limit.md
audit-compliance-check-hitl-approval-credit-override,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-approval-credit-override.md
audit-compliance-check-hitl-approval-refund-large,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-approval-refund-large.md
audit-compliance-check-hitl-approval-return,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-approval-return.md
audit-compliance-check-hitl-escalation-overdue,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-escalation-overdue.md
audit-compliance-check-hitl-investigation-payment,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-investigation-payment.md
audit-compliance-check-hitl-task-call-client,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-task-call-client.md
audit-compliance-check-hitl-task-resolve,pathway,pipeline-monitor,audit-compliance-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-compliance-check/audit-compliance-check-hitl-task-resolve.md
audit-data-anonymize-family,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-family.md
audit-data-anonymize-hitl-approval-contract-clause,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-approval-contract-clause.md
audit-data-anonymize-hitl-approval-credit-limit,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-approval-credit-limit.md
audit-data-anonymize-hitl-approval-credit-override,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-approval-credit-override.md
audit-data-anonymize-hitl-approval-refund-large,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-approval-refund-large.md
audit-data-anonymize-hitl-approval-return,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-approval-return.md
audit-data-anonymize-hitl-escalation-overdue,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-escalation-overdue.md
audit-data-anonymize-hitl-investigation-payment,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-investigation-payment.md
audit-data-anonymize-hitl-task-call-client,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-task-call-client.md
audit-data-anonymize-hitl-task-resolve,pathway,pipeline-monitor,audit-data-anonymize,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-data-anonymize/audit-data-anonymize-hitl-task-resolve.md
audit-log-write-family,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-family.md
audit-log-write-hitl-approval-contract-clause,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-approval-contract-clause.md
audit-log-write-hitl-approval-credit-limit,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-approval-credit-limit.md
audit-log-write-hitl-approval-credit-override,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-approval-credit-override.md
audit-log-write-hitl-approval-refund-large,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-approval-refund-large.md
audit-log-write-hitl-approval-return,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-approval-return.md
audit-log-write-hitl-escalation-overdue,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-escalation-overdue.md
audit-log-write-hitl-investigation-payment,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-investigation-payment.md
audit-log-write-hitl-task-call-client,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-task-call-client.md
audit-log-write-hitl-task-resolve,pathway,pipeline-monitor,audit-log-write,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/audit-log-write/audit-log-write-hitl-task-resolve.md
backup-conversations-export-family,pathway,pipeline-monitor,backup-conversations-export,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/backup-conversations-export/backup-conversations-export-family.md
metrics-llm-usage-aggregate-family,pathway,pipeline-monitor,metrics-llm-usage-aggregate,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/metrics-llm-usage-aggregate/metrics-llm-usage-aggregate-family.md
monitor-email-deliverability-family,pathway,pipeline-monitor,monitor-email-deliverability,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-email-deliverability/monitor-email-deliverability-family.md
monitor-email-deliverability-human-approve-message,pathway,pipeline-monitor,monitor-email-deliverability,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-email-deliverability/monitor-email-deliverability-human-approve-message.md
monitor-email-deliverability-human-review-queue,pathway,pipeline-monitor,monitor-email-deliverability,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-email-deliverability/monitor-email-deliverability-human-review-queue.md
monitor-email-deliverability-human-takeover-complete,pathway,pipeline-monitor,monitor-email-deliverability,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-email-deliverability/monitor-email-deliverability-human-takeover-complete.md
monitor-email-deliverability-human-takeover-initiate,pathway,pipeline-monitor,monitor-email-deliverability,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-email-deliverability/monitor-email-deliverability-human-takeover-initiate.md
monitor-phone-health-family,pathway,pipeline-monitor,monitor-phone-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-phone-health/monitor-phone-health-family.md
monitor-phone-health-human-approve-message,pathway,pipeline-monitor,monitor-phone-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-phone-health/monitor-phone-health-human-approve-message.md
monitor-phone-health-human-review-queue,pathway,pipeline-monitor,monitor-phone-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-phone-health/monitor-phone-health-human-review-queue.md
monitor-phone-health-human-takeover-complete,pathway,pipeline-monitor,monitor-phone-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-phone-health/monitor-phone-health-human-takeover-complete.md
monitor-phone-health-human-takeover-initiate,pathway,pipeline-monitor,monitor-phone-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-phone-health/monitor-phone-health-human-takeover-initiate.md
monitor-quota-usage-family,pathway,pipeline-monitor,monitor-quota-usage,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-quota-usage/monitor-quota-usage-family.md
monitor-quota-usage-human-approve-message,pathway,pipeline-monitor,monitor-quota-usage,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-quota-usage/monitor-quota-usage-human-approve-message.md
monitor-quota-usage-human-review-queue,pathway,pipeline-monitor,monitor-quota-usage,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-quota-usage/monitor-quota-usage-human-review-queue.md
monitor-quota-usage-human-takeover-complete,pathway,pipeline-monitor,monitor-quota-usage,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-quota-usage/monitor-quota-usage-human-takeover-complete.md
monitor-quota-usage-human-takeover-initiate,pathway,pipeline-monitor,monitor-quota-usage,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/monitor-quota-usage/monitor-quota-usage-human-takeover-initiate.md
pipeline-ai-sales-cleanup-family,pathway,pipeline-monitor,pipeline-ai-sales-cleanup,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-ai-sales-cleanup/pipeline-ai-sales-cleanup-family.md
pipeline-ai-sales-health-family,pathway,pipeline-monitor,pipeline-ai-sales-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-ai-sales-health/pipeline-ai-sales-health-family.md
pipeline-ai-sales-metrics-family,pathway,pipeline-monitor,pipeline-ai-sales-metrics,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-ai-sales-metrics/pipeline-ai-sales-metrics-family.md
pipeline-approval-pending-family,pathway,pipeline-monitor,pipeline-approval-pending,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-approval-pending/pipeline-approval-pending-family.md
pipeline-monitor-health-family,pathway,pipeline-monitor,pipeline-monitor-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-monitor-health/pipeline-monitor-health-family.md
pipeline-monitor-health-pipeline-approval-pending,pathway,pipeline-monitor,pipeline-monitor-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-monitor-health/pipeline-monitor-health-pipeline-approval-pending.md
pipeline-monitor-rate-sync-family,pathway,pipeline-monitor,pipeline-monitor-rate-sync,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-monitor-rate-sync/pipeline-monitor-rate-sync-family.md
pipeline-monitor-rate-sync-pipeline-approval-pending,pathway,pipeline-monitor,pipeline-monitor-rate-sync,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-monitor-rate-sync/pipeline-monitor-rate-sync-pipeline-approval-pending.md
pipeline-orchestrator-advance-family,pathway,pipeline-monitor,pipeline-orchestrator-advance,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-orchestrator-advance/pipeline-orchestrator-advance-family.md
pipeline-orchestrator-advance-pipeline-monitor-health,pathway,pipeline-monitor,pipeline-orchestrator-advance,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-orchestrator-advance/pipeline-orchestrator-advance-pipeline-monitor-health.md
pipeline-orchestrator-advance-pipeline-monitor-rate-sync,pathway,pipeline-monitor,pipeline-orchestrator-advance,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-orchestrator-advance/pipeline-orchestrator-advance-pipeline-monitor-rate-sync.md
pipeline-orchestrator-start-family,pathway,pipeline-monitor,pipeline-orchestrator-start,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-orchestrator-start/pipeline-orchestrator-start-family.md
pipeline-orchestrator-start-pipeline-monitor-health,pathway,pipeline-monitor,pipeline-orchestrator-start,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-orchestrator-start/pipeline-orchestrator-start-pipeline-monitor-health.md
pipeline-orchestrator-start-pipeline-monitor-rate-sync,pathway,pipeline-monitor,pipeline-orchestrator-start,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-orchestrator-start/pipeline-orchestrator-start-pipeline-monitor-rate-sync.md
pipeline-outreach-health-family,pathway,pipeline-monitor,pipeline-outreach-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-health/pipeline-outreach-health-family.md
pipeline-outreach-health-human-approve-message,pathway,pipeline-monitor,pipeline-outreach-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-health/pipeline-outreach-health-human-approve-message.md
pipeline-outreach-health-human-review-queue,pathway,pipeline-monitor,pipeline-outreach-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-health/pipeline-outreach-health-human-review-queue.md
pipeline-outreach-health-human-takeover-complete,pathway,pipeline-monitor,pipeline-outreach-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-health/pipeline-outreach-health-human-takeover-complete.md
pipeline-outreach-health-human-takeover-initiate,pathway,pipeline-monitor,pipeline-outreach-health,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-health/pipeline-outreach-health-human-takeover-initiate.md
pipeline-outreach-metrics-family,pathway,pipeline-monitor,pipeline-outreach-metrics,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-metrics/pipeline-outreach-metrics-family.md
pipeline-outreach-metrics-human-approve-message,pathway,pipeline-monitor,pipeline-outreach-metrics,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-metrics/pipeline-outreach-metrics-human-approve-message.md
pipeline-outreach-metrics-human-review-queue,pathway,pipeline-monitor,pipeline-outreach-metrics,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-metrics/pipeline-outreach-metrics-human-review-queue.md
pipeline-outreach-metrics-human-takeover-complete,pathway,pipeline-monitor,pipeline-outreach-metrics,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-metrics/pipeline-outreach-metrics-human-takeover-complete.md
pipeline-outreach-metrics-human-takeover-initiate,pathway,pipeline-monitor,pipeline-outreach-metrics,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/pipeline-outreach-metrics/pipeline-outreach-metrics-human-takeover-initiate.md
quota-business-hours-check-family,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-family.md
quota-business-hours-check-outreach-channel-selector,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-outreach-channel-selector.md
quota-business-hours-check-outreach-orchestrator-dispatch,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-outreach-orchestrator-dispatch.md
quota-business-hours-check-outreach-orchestrator-router,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-outreach-orchestrator-router.md
quota-business-hours-check-outreach-phone-allocator,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-outreach-phone-allocator.md
quota-business-hours-check-outreach-wa-delay,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-outreach-wa-delay.md
quota-business-hours-check-outreach-wa-reschedule,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-outreach-wa-reschedule.md
quota-business-hours-check-outreach-wa-send,pathway,pipeline-monitor,quota-business-hours-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-business-hours-check/quota-business-hours-check-outreach-wa-send.md
quota-guardian-check-family,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-family.md
quota-guardian-check-outreach-channel-selector,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-outreach-channel-selector.md
quota-guardian-check-outreach-orchestrator-dispatch,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-outreach-orchestrator-dispatch.md
quota-guardian-check-outreach-orchestrator-router,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-outreach-orchestrator-router.md
quota-guardian-check-outreach-phone-allocator,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-outreach-phone-allocator.md
quota-guardian-check-outreach-wa-delay,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-outreach-wa-delay.md
quota-guardian-check-outreach-wa-reschedule,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-outreach-wa-reschedule.md
quota-guardian-check-outreach-wa-send,pathway,pipeline-monitor,quota-guardian-check,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-check/quota-guardian-check-outreach-wa-send.md
quota-guardian-increment-family,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-family.md
quota-guardian-increment-outreach-channel-selector,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-outreach-channel-selector.md
quota-guardian-increment-outreach-orchestrator-dispatch,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-outreach-orchestrator-dispatch.md
quota-guardian-increment-outreach-orchestrator-router,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-outreach-orchestrator-router.md
quota-guardian-increment-outreach-phone-allocator,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-outreach-phone-allocator.md
quota-guardian-increment-outreach-wa-delay,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-outreach-wa-delay.md
quota-guardian-increment-outreach-wa-reschedule,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-outreach-wa-reschedule.md
quota-guardian-increment-outreach-wa-send,pathway,pipeline-monitor,quota-guardian-increment,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-increment/quota-guardian-increment-outreach-wa-send.md
quota-guardian-reset-family,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-family.md
quota-guardian-reset-outreach-channel-selector,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-outreach-channel-selector.md
quota-guardian-reset-outreach-orchestrator-dispatch,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-outreach-orchestrator-dispatch.md
quota-guardian-reset-outreach-orchestrator-router,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-outreach-orchestrator-router.md
quota-guardian-reset-outreach-phone-allocator,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-outreach-phone-allocator.md
quota-guardian-reset-outreach-wa-delay,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-outreach-wa-delay.md
quota-guardian-reset-outreach-wa-reschedule,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-outreach-wa-reschedule.md
quota-guardian-reset-outreach-wa-send,pathway,pipeline-monitor,quota-guardian-reset,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/quota-guardian-reset/quota-guardian-reset-outreach-wa-send.md
report-conversion-analyze-family,pathway,pipeline-monitor,report-conversion-analyze,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/report-conversion-analyze/report-conversion-analyze-family.md
report-daily-generate-family,pathway,pipeline-monitor,report-daily-generate,docs/CognitiveBrain/contracts/synapses/pipeline-monitor/report-daily-generate/report-daily-generate-family.md
oblio-invoice-cancel-channel-email-send,pathway,stock-logistics,oblio-invoice-cancel,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-cancel/oblio-invoice-cancel-channel-email-send.md
oblio-invoice-cancel-channel-routing-decide,pathway,stock-logistics,oblio-invoice-cancel,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-cancel/oblio-invoice-cancel-channel-routing-decide.md
oblio-invoice-cancel-channel-whatsapp-send,pathway,stock-logistics,oblio-invoice-cancel,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-cancel/oblio-invoice-cancel-channel-whatsapp-send.md
oblio-invoice-cancel-family,pathway,stock-logistics,oblio-invoice-cancel,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-cancel/oblio-invoice-cancel-family.md
oblio-invoice-create-channel-email-send,pathway,stock-logistics,oblio-invoice-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-create/oblio-invoice-create-channel-email-send.md
oblio-invoice-create-channel-routing-decide,pathway,stock-logistics,oblio-invoice-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-create/oblio-invoice-create-channel-routing-decide.md
oblio-invoice-create-channel-whatsapp-send,pathway,stock-logistics,oblio-invoice-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-create/oblio-invoice-create-channel-whatsapp-send.md
oblio-invoice-create-family,pathway,stock-logistics,oblio-invoice-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-invoice-create/oblio-invoice-create-family.md
oblio-proforma-create-channel-email-send,pathway,stock-logistics,oblio-proforma-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-proforma-create/oblio-proforma-create-channel-email-send.md
oblio-proforma-create-channel-routing-decide,pathway,stock-logistics,oblio-proforma-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-proforma-create/oblio-proforma-create-channel-routing-decide.md
oblio-proforma-create-channel-whatsapp-send,pathway,stock-logistics,oblio-proforma-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-proforma-create/oblio-proforma-create-channel-whatsapp-send.md
oblio-proforma-create-family,pathway,stock-logistics,oblio-proforma-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-proforma-create/oblio-proforma-create-family.md
oblio-stock-sync-channel-email-send,pathway,stock-logistics,oblio-stock-sync,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-stock-sync/oblio-stock-sync-channel-email-send.md
oblio-stock-sync-channel-routing-decide,pathway,stock-logistics,oblio-stock-sync,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-stock-sync/oblio-stock-sync-channel-routing-decide.md
oblio-stock-sync-channel-whatsapp-send,pathway,stock-logistics,oblio-stock-sync,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-stock-sync/oblio-stock-sync-channel-whatsapp-send.md
oblio-stock-sync-family,pathway,stock-logistics,oblio-stock-sync,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-stock-sync/oblio-stock-sync-family.md
oblio-webhook-process-channel-email-send,pathway,stock-logistics,oblio-webhook-process,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-webhook-process/oblio-webhook-process-channel-email-send.md
oblio-webhook-process-channel-routing-decide,pathway,stock-logistics,oblio-webhook-process,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-webhook-process/oblio-webhook-process-channel-routing-decide.md
oblio-webhook-process-channel-whatsapp-send,pathway,stock-logistics,oblio-webhook-process,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-webhook-process/oblio-webhook-process-channel-whatsapp-send.md
oblio-webhook-process-family,pathway,stock-logistics,oblio-webhook-process,docs/CognitiveBrain/contracts/synapses/stock-logistics/oblio-webhook-process/oblio-webhook-process-family.md
sameday-awb-create-alert-client-account-blocked,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-account-blocked.md
sameday-awb-create-alert-client-contract-pending,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-contract-pending.md
sameday-awb-create-alert-client-credit-insufficient,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-credit-insufficient.md
sameday-awb-create-alert-client-delivered,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-delivered.md
sameday-awb-create-alert-client-delivery-failed,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-delivery-failed.md
sameday-awb-create-alert-client-out-for-delivery,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-out-for-delivery.md
sameday-awb-create-alert-client-payment-received,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-payment-received.md
sameday-awb-create-alert-client-payment-reminder,pathway,stock-logistics,sameday-awb-create,docs/CognitiveBrain/contracts/synapses/stock-logistics/sameday-awb-create/sameday-awb-create-alert-client-payment-reminder.md
